Frequency (Hz)	Level (dB)
385.742188	-78.290672
386.718750	-77.758415
387.695312	-79.109970
388.671875	-77.324532
389.648438	-78.202339
390.625000	-76.768921
391.601562	-78.488068
392.578125	-79.846962
393.554688	-78.213722
394.531250	-79.023056
395.507812	-78.641846
396.484375	-79.491096
397.460938	-79.760704
398.437500	-79.656372
399.414062	-76.537285
400.390625	-78.820862
401.367188	-79.410179
402.343750	-79.844543
403.320312	-77.910362
404.296875	-77.192368
405.273438	-80.461517
406.250000	-80.019470
407.226562	-78.411980
408.203125	-79.814850
409.179688	-79.036469
410.156250	-79.523094
411.132812	-78.774857
412.109375	-77.631302
413.085938	-77.409042
414.062500	-78.418961
415.039062	-79.292000
416.015625	-78.612656
416.992188	-78.667061
417.968750	-79.722122
418.945312	-78.565140
419.921875	-79.500175
420.898438	-77.612236
421.875000	-79.738098
422.851562	-78.698799
423.828125	-80.339424
424.804688	-77.611122
425.781250	-79.660126
426.757812	-78.981277
427.734375	-79.469193
428.710938	-79.789703
429.687500	-79.105896
430.664062	-78.212685
431.640625	-77.644150
432.617188	-78.897247
433.593750	-79.123398
434.570312	-80.828285
435.546875	-79.186974
436.523438	-80.820702
437.500000	-77.354271
438.476562	-79.229111
439.453125	-77.820213
440.429688	-80.171295
441.406250	-79.873039
442.382812	-80.800713
443.359375	-79.867302
444.335938	-79.222160
445.312500	-79.480804
446.289062	-79.842476
447.265625	-77.746643
448.242188	-78.438728
449.218750	-78.266090
450.195312	-78.538033
451.171875	-77.583191
452.148438	-78.852623
453.125000	-80.029724
454.101562	-77.927238
455.078125	-78.629204
456.054688	-78.384605
457.031250	-78.978378
458.007812	-79.103378
458.984375	-78.818680
459.960938	-78.968605
460.937500	-75.772598
461.914062	-77.020744
462.890625	-78.099419
463.867188	-78.606224
464.843750	-79.381584
465.820312	-78.309746
466.796875	-77.351723
467.773438	-78.680786
468.750000	-78.216057
469.726562	-78.271324
470.703125	-77.426552
471.679688	-79.320602
472.656250	-76.668182
473.632812	-77.824387
474.609375	-78.740868
475.585938	-78.468559
476.562500	-79.238045
477.539062	-78.759560
478.515625	-78.977356
479.492188	-79.176224
480.468750	-77.321716
481.445312	-78.065948
482.421875	-80.072006
483.398438	-76.636436
484.375000	-77.071411
485.351562	-77.311577
486.328125	-77.588753
487.304688	-77.884880
488.281250	-78.213341
489.257812	-75.980957
490.234375	-76.719200
491.210938	-76.238708
492.187500	-78.380005
493.164062	-76.346962
494.140625	-76.383057
495.117188	-77.403755
496.093750	-76.711533
497.070312	-77.457756
498.046875	-77.974060
499.023438	-78.273033
500.000000	-78.786049
500.976562	-75.023834
501.953125	-74.939522
502.929688	-76.838783
503.906250	-76.908752
504.882812	-76.748070
505.859375	-76.032654
506.835938	-76.684273
507.812500	-75.834381
508.789062	-76.327515
509.765625	-76.540237
510.742188	-75.900642
511.718750	-74.642609
512.695312	-74.254753
513.671875	-76.630798
514.648438	-75.475876
515.625000	-74.886536
516.601562	-75.957687
517.578125	-75.217743
518.554688	-74.542526
519.531250	-74.903580
520.507812	-74.567314
521.484375	-74.083298
522.460938	-74.930183
523.437500	-74.340858
524.414062	-76.553009
525.390625	-75.762878
526.367188	-74.765999
527.343750	-74.620705
528.320312	-74.599670
529.296875	-73.135361
530.273438	-75.941010
531.250000	-74.620430
532.226562	-74.092712
533.203125	-73.962563
534.179688	-74.076431
535.156250	-73.020958
536.132812	-72.333481
537.109375	-73.166306
538.085938	-73.311562
539.062500	-71.974701
540.039062	-72.892632
541.015625	-71.121056
541.992188	-72.245796
542.968750	-72.242752
543.945312	-71.069626
544.921875	-72.273468
545.898438	-71.196678
546.875000	-70.383698
547.851562	-69.309433
548.828125	-70.848358
549.804688	-70.915955
550.781250	-71.421898
551.757812	-70.739029
552.734375	-68.577881
553.710938	-68.594810
554.687500	-68.545563
555.664062	-68.543022
556.640625	-67.780388
557.617188	-68.397141
558.593750	-67.704826
559.570312	-70.297691
560.546875	-69.876282
561.523438	-68.487770
562.500000	-68.209091
563.476562	-65.219788
564.453125	-65.067444
565.429688	-67.670158
566.406250	-67.249016
567.382812	-65.267075
568.359375	-67.627869
569.335938	-66.729141
570.312500	-63.667168
571.289062	-66.034470
572.265625	-64.187088
573.242188	-65.647713
574.218750	-65.955910
575.195312	-64.821442
576.171875	-64.282097
577.148438	-63.131779
578.125000	-64.628685
579.101562	-64.229286
580.078125	-63.736317
581.054688	-63.319736
582.031250	-61.854748
583.007812	-63.026432
583.984375	-62.882496
584.960938	-63.765865
585.937500	-63.939476
586.914062	-61.449226
587.890625	-62.586163
588.867188	-63.071075
589.843750	-63.559338
590.820312	-62.506214
591.796875	-64.547707
592.773438	-63.827248
593.750000	-64.932610
594.726562	-65.112038
595.703125	-65.128906
596.679688	-64.307213
597.656250	-64.718704
598.632812	-66.246857
599.609375	-65.802818
600.585938	-69.707687
601.562500	-67.253647
602.539062	-68.404114
603.515625	-67.412659
604.492188	-68.367004
605.468750	-67.348198
606.445312	-68.466881
607.421875	-67.309502
608.398438	-70.776642
609.375000	-68.621765
610.351562	-68.768898
611.328125	-69.482338
612.304688	-68.331497
613.281250	-69.761276
614.257812	-69.947235
615.234375	-69.451599
616.210938	-70.569809
617.187500	-69.706009
618.164062	-70.315750
619.140625	-71.289345
620.117188	-70.070732
621.093750	-71.766747
622.070312	-70.533211
623.046875	-71.833076
624.023438	-72.293839
625.000000	-72.040535
625.976562	-72.045578
626.953125	-71.127014
627.929688	-71.090599
628.906250	-74.088753
629.882812	-72.563408
630.859375	-71.805557
631.835938	-72.345428
632.812500	-71.951500
633.789062	-72.438469
634.765625	-74.008987
635.742188	-72.155235
636.718750	-71.637428
637.695312	-73.493362
638.671875	-74.105789
639.648438	-73.781960
640.625000	-73.700058
641.601562	-73.708878
642.578125	-72.950020
643.554688	-73.253319
644.531250	-72.815353
645.507812	-72.860497
646.484375	-75.790352
647.460938	-74.360291
648.437500	-73.471252
649.414062	-72.746109
650.390625	-74.616852
651.367188	-74.933975
652.343750	-72.831245
653.320312	-75.487679
654.296875	-73.903259
655.273438	-74.741333
656.250000	-76.922623
657.226562	-75.483421
658.203125	-73.737549
659.179688	-75.433128
660.156250	-76.657944
661.132812	-76.345909
662.109375	-75.540703
663.085938	-76.985870
664.062500	-75.596977
665.039062	-74.752502
666.015625	-75.230568
666.992188	-77.137978
667.968750	-77.127205
668.945312	-75.395714
669.921875	-77.790878
670.898438	-76.003067
671.875000	-75.630653
672.851562	-74.311096
673.828125	-76.021812
674.804688	-76.808830
675.781250	-77.856750
676.757812	-75.371361
677.734375	-76.226120
678.710938	-76.366432
679.687500	-77.082260
680.664062	-75.492485
681.640625	-75.576866
682.617188	-74.838493
683.593750	-75.677017
684.570312	-76.188431
685.546875	-76.661194
686.523438	-77.538704
687.500000	-76.791306
688.476562	-77.328407
689.453125	-76.860619
690.429688	-78.467789
691.406250	-76.957291
692.382812	-76.405548
693.359375	-77.932648
694.335938	-77.003899
695.312500	-79.725510
696.289062	-79.155006
697.265625	-77.582901
698.242188	-76.239555
699.218750	-77.174294
700.195312	-76.379730
701.171875	-76.400024
702.148438	-78.605545
703.125000	-76.746338
704.101562	-76.963943
705.078125	-76.889748
706.054688	-76.686302
707.031250	-77.908562
708.007812	-77.664619
708.984375	-76.500832
709.960938	-79.046783
710.937500	-76.859268
711.914062	-76.870216
712.890625	-77.698082
713.867188	-75.597725
714.843750	-76.509125
715.820312	-76.646912
716.796875	-76.990280
717.773438	-76.618263
718.750000	-76.811104
719.726562	-77.251633
720.703125	-78.302078
721.679688	-77.031906
722.656250	-77.087639
723.632812	-76.547989
724.609375	-77.179939
725.585938	-75.101135
726.562500	-76.975670
727.539062	-78.148987
728.515625	-78.522392
729.492188	-77.768410
730.468750	-78.571533
731.445312	-78.724823
732.421875	-78.460396
733.398438	-77.249290
734.375000	-75.115494
735.351562	-78.114029
736.328125	-79.870239
737.304688	-79.940147
738.281250	-78.109276
739.257812	-75.337288
740.234375	-77.232201
741.210938	-76.816772
742.187500	-76.006516
743.164062	-77.592224
744.140625	-78.173302
745.117188	-76.629616
746.093750	-76.655708
747.070312	-76.831757
748.046875	-76.903145
749.023438	-77.226906
750.000000	-77.672806
750.976562	-78.140312
751.953125	-76.273697
752.929688	-77.358948
753.906250	-78.488655
754.882812	-78.313705
755.859375	-76.617836
756.835938	-77.689224
757.812500	-76.962784
758.789062	-76.493492
759.765625	-76.350349
760.742188	-75.236267
761.718750	-76.957542
762.695312	-76.041115
763.671875	-75.453957
764.648438	-75.345108
765.625000	-77.494133
766.601562	-77.558281
767.578125	-76.339111
768.554688	-76.313644
769.531250	-75.237335
770.507812	-75.384491
771.484375	-76.856026
772.460938	-77.069466
773.437500	-76.478088
774.414062	-74.687431
775.390625	-74.686340
776.367188	-77.515907
777.343750	-76.248886
778.320312	-75.820450
779.296875	-76.908836
780.273438	-78.239372
781.250000	-77.474197
782.226562	-75.395966
783.203125	-75.093758
784.179688	-74.495209
