Frequency (Hz)	Level (dB)
283.203125	-71.643959
284.179688	-74.056686
285.156250	-73.264351
286.132812	-74.043480
287.109375	-73.511467
288.085938	-72.444077
289.062500	-72.685875
290.039062	-74.510597
291.015625	-75.543678
291.992188	-73.183380
292.968750	-72.599869
293.945312	-74.164513
294.921875	-74.823654
295.898438	-74.151001
296.875000	-74.319244
297.851562	-77.300308
298.828125	-75.472801
299.804688	-75.446274
300.781250	-76.574287
301.757812	-76.885368
302.734375	-74.204483
303.710938	-75.300514
304.687500	-74.764221
305.664062	-74.710953
306.640625	-74.569199
307.617188	-75.518127
308.593750	-75.694916
309.570312	-73.996902
310.546875	-75.289764
311.523438	-76.079521
312.500000	-74.015579
313.476562	-74.277458
314.453125	-74.659966
315.429688	-74.065430
316.406250	-77.381844
317.382812	-75.383827
318.359375	-74.554245
319.335938	-76.918739
320.312500	-76.865082
321.289062	-77.282417
322.265625	-74.672310
323.242188	-76.101013
324.218750	-75.094215
325.195312	-75.740013
326.171875	-75.864388
327.148438	-75.189430
328.125000	-75.723419
329.101562	-74.114922
330.078125	-74.981087
331.054688	-76.130600
332.031250	-74.885033
333.007812	-74.914215
333.984375	-74.293465
334.960938	-75.489014
335.937500	-75.249657
336.914062	-76.079475
337.890625	-76.043701
338.867188	-74.994209
339.843750	-76.752579
340.820312	-74.311478
341.796875	-76.532509
342.773438	-75.481438
343.750000	-74.281906
344.726562	-76.254822
345.703125	-75.442261
346.679688	-74.996582
347.656250	-75.874580
348.632812	-75.369751
349.609375	-74.747383
350.585938	-76.456940
351.562500	-72.417320
352.539062	-73.878448
353.515625	-74.938835
354.492188	-73.905403
355.468750	-74.301407
356.445312	-74.326424
357.421875	-74.007278
358.398438	-75.547462
359.375000	-74.310463
360.351562	-74.367386
361.328125	-74.833832
362.304688	-74.403206
363.281250	-74.857986
364.257812	-75.604416
365.234375	-75.160103
366.210938	-76.083015
367.187500	-73.890373
368.164062	-75.989807
369.140625	-72.609795
370.117188	-74.444046
371.093750	-74.782936
372.070312	-74.482941
373.046875	-73.051605
374.023438	-73.252312
375.000000	-73.809113
375.976562	-73.890625
376.953125	-73.558418
377.929688	-74.459221
378.906250	-73.213585
379.882812	-72.573494
380.859375	-73.981483
381.835938	-73.751335
382.812500	-72.271034
383.789062	-73.696815
384.765625	-73.144051
385.742188	-73.465569
386.718750	-73.013596
387.695312	-73.806923
388.671875	-72.341942
389.648438	-72.266838
390.625000	-70.900314
391.601562	-72.834671
392.578125	-73.538925
393.554688	-72.259186
394.531250	-72.996956
395.507812	-72.310539
396.484375	-72.921852
397.460938	-72.938255
398.437500	-72.158836
399.414062	-69.228592
400.390625	-71.806343
401.367188	-72.276161
402.343750	-72.344398
403.320312	-70.227829
404.296875	-69.825493
405.273438	-72.486343
406.250000	-71.264076
407.226562	-69.789139
408.203125	-70.901558
409.179688	-70.234787
410.156250	-70.745033
411.132812	-69.570358
412.109375	-68.567307
413.085938	-67.349792
414.062500	-68.482582
415.039062	-69.322754
416.015625	-67.762703
416.992188	-67.804024
417.968750	-68.702362
418.945312	-67.598373
419.921875	-68.084282
420.898438	-66.115150
421.875000	-67.354713
422.851562	-66.062904
423.828125	-67.809135
424.804688	-65.014725
425.781250	-66.326462
426.757812	-65.258789
427.734375	-65.579758
428.710938	-66.056389
429.687500	-64.595284
430.664062	-63.640697
431.640625	-62.584564
432.617188	-63.876827
433.593750	-63.395226
434.570312	-65.111740
435.546875	-62.917648
436.523438	-64.283531
437.500000	-60.343338
438.476562	-61.617645
439.453125	-60.778236
440.429688	-62.781670
441.406250	-62.145447
442.382812	-62.801090
443.359375	-61.221081
444.335938	-61.005856
445.312500	-61.051872
446.289062	-61.594341
447.265625	-59.175335
448.242188	-60.237068
449.218750	-59.896790
450.195312	-60.405399
451.171875	-59.265659
452.148438	-60.997471
453.125000	-62.402981
454.101562	-60.425232
455.078125	-61.361019
456.054688	-61.516281
457.031250	-62.496346
458.007812	-62.991608
458.984375	-63.432266
459.960938	-63.500252
460.937500	-60.742233
461.914062	-62.650978
462.890625	-64.063072
463.867188	-64.756607
464.843750	-65.333099
465.820312	-64.843353
466.796875	-64.548508
467.773438	-65.882538
468.750000	-65.466446
469.726562	-66.154007
470.703125	-65.430832
471.679688	-67.695312
472.656250	-65.176666
473.632812	-66.636566
474.609375	-68.046394
475.585938	-67.817657
476.562500	-68.655037
477.539062	-68.948257
478.515625	-69.315010
479.492188	-69.811058
480.468750	-68.327530
481.445312	-68.946014
482.421875	-71.593552
483.398438	-68.563225
484.375000	-68.462730
485.351562	-69.320587
486.328125	-69.347763
487.304688	-70.129745
488.281250	-70.266708
489.257812	-68.707054
490.234375	-69.423363
491.210938	-69.551643
492.187500	-71.927193
493.164062	-69.788193
494.140625	-70.156250
495.117188	-71.081490
496.093750	-70.618744
497.070312	-71.766846
498.046875	-72.327797
499.023438	-72.540352
500.000000	-73.699333
500.976562	-69.734322
501.953125	-70.246330
502.929688	-71.790573
503.906250	-72.253998
504.882812	-72.693733
505.859375	-71.443932
506.835938	-72.720299
507.812500	-71.972847
508.789062	-72.635658
509.765625	-72.476753
510.742188	-72.435493
511.718750	-71.380959
512.695312	-70.859291
513.671875	-73.283730
514.648438	-72.824768
515.625000	-73.027481
516.601562	-73.712143
517.578125	-72.756813
518.554688	-72.106209
519.531250	-73.440750
520.507812	-72.976135
521.484375	-72.852074
522.460938	-73.340218
523.437500	-73.236023
524.414062	-75.418678
525.390625	-75.263901
526.367188	-74.224091
527.343750	-73.822762
528.320312	-74.026604
529.296875	-73.026840
530.273438	-75.366425
531.250000	-74.493240
532.226562	-74.714981
533.203125	-74.436722
534.179688	-74.765785
535.156250	-73.803619
536.132812	-73.170280
537.109375	-74.569786
538.085938	-75.306419
539.062500	-73.417175
540.039062	-74.719391
541.015625	-72.799263
541.992188	-74.825554
542.968750	-74.650406
543.945312	-73.760201
544.921875	-75.148804
545.898438	-74.162491
546.875000	-73.644432
547.851562	-73.146614
548.828125	-74.391060
549.804688	-74.661873
550.781250	-75.390610
551.757812	-74.840569
552.734375	-73.349762
553.710938	-73.288322
554.687500	-73.719841
555.664062	-73.665024
556.640625	-73.290581
557.617188	-73.824303
558.593750	-73.506386
559.570312	-76.464317
560.546875	-76.764313
561.523438	-75.272118
562.500000	-74.960762
563.476562	-72.368858
564.453125	-72.027382
565.429688	-75.449669
566.406250	-75.261467
567.382812	-73.236130
568.359375	-75.866257
569.335938	-75.112846
570.312500	-72.273376
571.289062	-75.365715
572.265625	-73.237396
573.242188	-75.245346
574.218750	-75.447723
575.195312	-74.706604
576.171875	-74.231041
577.148438	-73.584007
578.125000	-75.365089
579.101562	-74.704659
580.078125	-74.503044
581.054688	-73.977844
582.031250	-72.636078
583.007812	-73.745369
583.984375	-73.512466
584.960938	-74.434700
585.937500	-74.088654
586.914062	-72.055595
587.890625	-72.762291
588.867188	-72.993584
589.843750	-73.222290
590.820312	-71.745316
591.796875	-73.731293
592.773438	-73.023491
593.750000	-72.872047
594.726562	-73.348801
595.703125	-72.344482
596.679688	-72.138046
597.656250	-71.806076
598.632812	-72.871529
599.609375	-72.423950
600.585938	-75.737930
601.562500	-73.035049
602.539062	-73.794510
603.515625	-72.229240
604.492188	-73.075165
605.468750	-71.626358
606.445312	-72.724289
607.421875	-70.922401
608.398438	-74.304672
609.375000	-71.787842
610.351562	-71.149857
611.328125	-71.703125
612.304688	-70.549110
613.281250	-71.824715
614.257812	-71.493088
615.234375	-70.723946
616.210938	-71.529793
617.187500	-70.570236
618.164062	-70.277206
619.140625	-71.763634
620.117188	-70.110550
621.093750	-71.043236
622.070312	-69.789413
623.046875	-70.597504
624.023438	-70.785454
625.000000	-70.399704
625.976562	-69.917587
626.953125	-68.569252
627.929688	-68.324142
628.906250	-71.362251
629.882812	-69.195663
630.859375	-68.321579
631.835938	-68.368530
632.812500	-68.021416
633.789062	-68.039948
634.765625	-69.574677
635.742188	-67.175781
636.718750	-66.505859
637.695312	-67.774689
638.671875	-68.099815
639.648438	-67.633110
640.625000	-67.287064
641.601562	-66.960182
642.578125	-65.674339
643.554688	-65.523743
644.531250	-65.062607
645.507812	-64.452187
646.484375	-67.591965
647.460938	-65.468567
648.437500	-64.396957
649.414062	-63.312630
650.390625	-64.831291
651.367188	-64.615425
652.343750	-62.275585
653.320312	-64.602859
654.296875	-62.595604
655.273438	-63.177181
656.250000	-64.672203
657.226562	-62.800980
658.203125	-61.218601
659.179688	-62.294315
660.156250	-63.216957
661.132812	-62.726555
662.109375	-61.257271
663.085938	-61.775677
664.062500	-60.671967
665.039062	-59.880314
666.015625	-59.819080
666.992188	-61.266769
667.968750	-61.305420
668.945312	-58.971859
669.921875	-61.279713
670.898438	-58.978180
671.875000	-58.549606
672.851562	-57.438839
673.828125	-59.307606
674.804688	-60.267021
675.781250	-61.000378
676.757812	-58.498169
677.734375	-59.579517
678.710938	-60.211838
679.687500	-60.805134
680.664062	-59.702606
681.640625	-59.591675
682.617188	-59.308891
683.593750	-60.186169
684.570312	-61.104191
685.546875	-61.627033
686.523438	-62.865467
687.500000	-62.419323
688.476562	-63.542393
689.453125	-63.042660
690.429688	-64.721336
691.406250	-64.024811
692.382812	-63.543770
693.359375	-65.618324
694.335938	-64.751930
695.312500	-67.455421
696.289062	-67.627739
697.265625	-65.623558
698.242188	-64.670280
699.218750	-65.615921
700.195312	-64.983955
701.171875	-65.189064
702.148438	-67.545250
703.125000	-65.967300
704.101562	-66.590134
705.078125	-66.798378
706.054688	-66.420486
707.031250	-67.989212
708.007812	-68.149979
708.984375	-67.315216
709.960938	-69.544197
710.937500	-67.561508
711.914062	-67.502129
712.890625	-68.708534
713.867188	-66.704941
714.843750	-67.716682
715.820312	-67.864410
716.796875	-68.830902
717.773438	-68.668488
718.750000	-68.840706
719.726562	-69.147385
720.703125	-70.660606
721.679688	-69.185249
722.656250	-69.376999
723.632812	-69.076546
724.609375	-69.810379
725.585938	-67.939255
726.562500	-70.007080
727.539062	-71.136520
728.515625	-71.016930
729.492188	-71.210236
730.468750	-71.254097
731.445312	-72.088051
732.421875	-71.713997
733.398438	-70.781471
734.375000	-68.641068
735.351562	-72.064735
736.328125	-73.357132
737.304688	-73.507729
738.281250	-72.185020
739.257812	-69.536736
740.234375	-71.517548
741.210938	-71.324364
742.187500	-70.240509
743.164062	-71.657867
744.140625	-72.358116
745.117188	-70.993431
746.093750	-71.188545
747.070312	-71.808128
748.046875	-72.077316
749.023438	-72.594833
750.000000	-72.840263
750.976562	-73.649849
751.953125	-71.334152
752.929688	-72.728973
753.906250	-73.868607
754.882812	-73.822037
755.859375	-71.799850
756.835938	-73.064011
757.812500	-72.665321
